customer_id,first_name,last_name,date_of_birth,gender,city,state,customer_since,risk_category
CUST00094,Biju,Shenoy,1976-12-27,Male,Kolkata,West Bengal,2019-02-19,Low
CUST00095,Badal,Master,1988-02-04,Female,Ahmedabad,Gujarat,2022-12-05,Medium
CUST00096,Eva,Brar,1959-07-09,Female,Warangal,Telangana,2022-12-20,Low
CUST00097,Dhanush,Varghese,1968-04-17,Female,Kolkata,West Bengal,2019-03-26,Low
CUST00098,Kimaya,Bandi,2001-08-06,Male,Pune,Maharashtra,2020-08-25,Low
CUST00099,Yuvaan,Bhasin,1994-06-01,Female,Lucknow,Uttar Pradesh,2020-09-28,Low
CUST00100,Kavya,Rajan,1958-05-09,Male,New Delhi,Delhi,2023-12-02,Low
CUST00101,Dhanush,Kadakia,2000-05-20,Male,Warangal,Telangana,2023-08-13,Low
CUST00102,Jivika,Lal,1977-03-06,Female,Jaipur,Rajasthan,2020-11-13,Low
CUST00103,Lagan,Sami,2004-05-21,Female,Kochi,Kerala,2021-04-28,Low
CUST00104,Nakul,Deo,1982-08-01,Male,Surat,Gujarat,2019-10-06,Low
CUST00105,Oorja,Roy,1976-01-24,Male,Nashik,Maharashtra,2022-07-16,Medium
CUST00106,Saksham,Sheth,1960-08-02,Male,Chennai,Tamil Nadu,2018-09-23,Low
CUST00107,Amira,Rastogi,1993-12-17,Male,Mysuru,Karnataka,2019-07-02,Low
CUST00108,Devansh,Luthra,1970-02-25,Male,Warangal,Telangana,2022-12-14,Medium
CUST00109,Prerak,Bhatti,1979-05-26,Female,Nagpur,Maharashtra,2019-03-27,Low
CUST00110,Nirvaan,Goyal,1975-01-16,Male,Bengaluru,Karnataka,2019-12-29,Low
CUST00111,Advika,Thaman,1992-08-12,Male,Kolkata,West Bengal,2024-08-19,Low
CUST00112,Romil,Ramesh,2000-02-25,Male,New Delhi,Delhi,2023-02-24,Low
CUST00113,Aayush,Sama,1993-05-22,Male,Kolkata,West Bengal,2021-03-13,Medium
CUST00114,Nitara,Ben,1964-10-14,Male,Kanpur,Uttar Pradesh,2020-11-24,Medium
CUST00115,Farhan,Walia,1962-12-07,Female,Kolkata,West Bengal,2024-12-18,Low
CUST00116,Ishita,Brahmbhatt,1974-03-08,Female,Ahmedabad,Gujarat,2021-01-17,Medium
CUST00117,Lavanya,Cheema,2004-06-25,Female,Hyderabad,Telangana,2021-07-26,Medium
CUST00118,Lagan,Sankar,1998-10-23,Female,Thiruvananthapuram,Kerala,2020-11-23,Low
CUST00119,Dishani,Konda,1972-09-26,Male,Mysuru,Karnataka,2019-01-30,Medium
CUST00120,Divij,Ravel,1984-06-22,Female,Kolkata,West Bengal,2021-01-01,Low
CUST00121,Azad,Agarwal,1978-05-07,Female,Bengaluru,Karnataka,2025-03-17,Medium
CUST00122,Hansh,Ray,1973-06-22,Female,Ahmedabad,Gujarat,2020-01-10,Medium
CUST00123,Seher,Kant,1993-03-11,Female,Hyderabad,Telangana,2024-08-26,Low
CUST00124,Aaryahi,Mand,1956-04-22,Male,Vadodara,Gujarat,2019-08-08,Low
CUST00125,Dhanuk,Wagle,2002-09-03,Female,Kolkata,West Bengal,2019-12-02,Low
CUST00126,Inaaya ,Badami,1980-10-09,Female,Noida,Uttar Pradesh,2023-08-09,Low
CUST00127,Ishita,Borah,1984-11-23,Female,Surat,Gujarat,2019-09-25,Medium
CUST00128,Arnav,Dube,1980-06-18,Male,Mangaluru,Karnataka,2025-06-03,Medium
CUST00129,Arnav,Yogi,1979-12-31,Male,Mangaluru,Karnataka,2020-06-08,Low
CUST00130,Pihu,Dash,2001-01-12,Male,Kolkata,West Bengal,2019-07-11,Low
CUST00131,Sumer,Sridhar,1993-09-30,Male,Chennai,Tamil Nadu,2022-02-08,Low
CUST00132,Miraya,Shere,1966-03-02,Male,Warangal,Telangana,2020-08-30,Low
CUST00133,Ishaan,Sura,1967-09-12,Male,Warangal,Telangana,2022-02-26,Low
CUST00134,Anay,Chakraborty,2005-10-09,Female,Chennai,Tamil Nadu,2021-06-23,Low
CUST00135,Vardaniya,Jha,2001-03-27,Male,Kanpur,Uttar Pradesh,2024-11-25,Medium
CUST00136,Zoya,Dash,1973-10-21,Female,Lucknow,Uttar Pradesh,2020-01-02,Low
CUST00137,Vedika,Sarna,1963-01-02,Female,Noida,Uttar Pradesh,2021-11-26,Low
CUST00138,Armaan,Varughese,1987-09-06,Male,Lucknow,Uttar Pradesh,2020-07-17,Medium
CUST00139,Krish,Taneja,1986-12-21,Female,Udaipur,Rajasthan,2021-08-16,Low
CUST00140,Ryan,Tara,1971-02-19,Male,Kolkata,West Bengal,2020-07-18,High
CUST00141,Anay,Sahni,1968-10-16,Male,Mysuru,Karnataka,2022-01-14,High
CUST00142,Shalv,Dewan,1960-05-16,Male,Hubballi,Karnataka,2025-03-24,Low
CUST00143,Ranbir,Gill,1999-04-21,Male,New Delhi,Delhi,2022-12-25,Low
CUST00144,Yakshit,Sane,1992-02-20,Male,New Delhi,Delhi,2021-06-19,Low
CUST00145,Aniruddh,Bhardwaj,1973-06-04,Female,Bengaluru,Karnataka,2020-03-02,Low
CUST00146,Kavya,Deo,1958-04-02,Male,Noida,Uttar Pradesh,2019-07-28,Low
CUST00147,Kimaya,Kalla,1979-03-05,Male,Nagpur,Maharashtra,2024-11-05,Low
CUST00148,Vedika,Dugar,1985-05-06,Male,New Delhi,Delhi,2023-10-22,Low
CUST00149,Diya,Bhardwaj,1981-11-11,Male,New Delhi,Delhi,2023-07-22,Low
CUST00150,Kanav,Datta,1958-09-02,Female,Chennai,Tamil Nadu,2024-09-05,Low
CUST00151,Adira,Acharya,1991-01-11,Female,Kolkata,West Bengal,2025-07-05,Medium
CUST00152,Heer,Sankar,2004-08-09,Male,Udaipur,Rajasthan,2024-12-17,Low
CUST00153,Sara,Sampath,1969-01-21,Male,Lucknow,Uttar Pradesh,2021-09-30,Low
CUST00154,Adah,Banerjee,2000-11-06,Female,Kozhikode,Kerala,2021-06-16,Low
CUST00155,Misha,Dugar,2000-10-16,Female,Chennai,Tamil Nadu,2019-09-17,High
CUST00156,Saira,Yogi,1976-02-01,Male,Kanpur,Uttar Pradesh,2022-12-18,Low
CUST00157,Sahil,Sama,1983-06-10,Male,Madurai,Tamil Nadu,2021-06-04,Low
CUST00158,Yuvaan,Sarin,1975-10-08,Female,Lucknow,Uttar Pradesh,2023-05-14,Medium
CUST00159,Gokul,Char,1984-04-05,Male,Kolkata,West Bengal,2024-04-21,Low
CUST00160,Vaibhav,Sandhu,2006-07-23,Female,Pune,Maharashtra,2020-02-17,Medium
CUST00161,Mannat,Mane,1976-02-17,Female,New Delhi,Delhi,2022-02-07,Low
CUST00162,Ira,Thaman,1955-09-05,Male,New Delhi,Delhi,2021-03-27,Low
CUST00163,Reyansh,Cheema,1984-11-25,Male,Kochi,Kerala,2025-05-02,Low
CUST00164,Kavya,Raman,2000-03-14,Male,Nagpur,Maharashtra,2021-05-23,Low
CUST00165,Anahita,Kant,1985-09-26,Female,Mumbai,Maharashtra,2024-05-25,Low
CUST00166,Lakshit,Kumer,1987-11-07,Male,Surat,Gujarat,2025-05-27,Medium
CUST00167,Yashvi,Shah,1967-03-13,Female,Coimbatore,Tamil Nadu,2024-04-02,Low
CUST00168,Dharmajan,Dhar,1990-09-22,Female,Surat,Gujarat,2024-04-18,Low
CUST00169,Myra,Rao,1978-06-17,Female,Nashik,Maharashtra,2019-06-12,Low
CUST00170,Suhana,Dalal,2001-06-07,Male,Coimbatore,Tamil Nadu,2021-04-16,Low
CUST00171,Mamooty,Swaminathan,1969-03-14,Male,Mangaluru,Karnataka,2019-11-26,Low
CUST00172,Anay,Bajaj,1972-04-23,Male,New Delhi,Delhi,2022-09-10,Low
CUST00173,Manjari,Varghese,2007-12-11,Male,Nagpur,Maharashtra,2019-04-09,Low
CUST00174,Amani,Johal,1998-07-03,Male,Ahmedabad,Gujarat,2023-07-19,Low
CUST00175,Kartik,Sekhon,2003-01-13,Male,Jaipur,Rajasthan,2021-11-30,Low
CUST00176,Bhamini,Iyengar,1972-04-02,Female,Noida,Uttar Pradesh,2019-11-27,Low
CUST00177,Neysa,Sankaran,1956-01-10,Female,Hubballi,Karnataka,2025-01-14,Low
CUST00178,Trisha,Wali,1962-11-26,Male,Kanpur,Uttar Pradesh,2025-04-09,Low
CUST00179,Aarna,Choudhary,1967-08-14,Male,Bengaluru,Karnataka,2025-06-28,Medium
CUST00180,Rasha,Lad,1987-04-06,Female,Hyderabad,Telangana,2019-01-29,Low
CUST00181,Ivana,Dash,1963-11-28,Female,Udaipur,Rajasthan,2022-07-14,Low
CUST00182,Himmat,Suresh,1987-04-08,Female,Kochi,Kerala,2024-04-30,Low
CUST00183,Eva,Mammen,1996-03-03,Male,Hubballi,Karnataka,2021-05-07,Medium
CUST00184,Tanya,Walla,1985-10-07,Female,Chennai,Tamil Nadu,2023-11-11,Medium
CUST00185,Saira,Walla,1989-12-31,Female,Hubballi,Karnataka,2022-04-12,Low
CUST00186,Ira,Kapoor,1966-06-24,Male,Kozhikode,Kerala,2024-12-22,Low
CUST00187,Anika,Kar,1973-04-15,Female,Hyderabad,Telangana,2025-01-16,Medium
CUST00188,Nishith,Trivedi,1999-01-16,Male,Hyderabad,Telangana,2021-01-03,Low
CUST00189,Tiya,Sood,1991-02-14,Female,Nashik,Maharashtra,2022-10-09,Low
CUST00190,Mishti,Dar,1974-05-03,Male,Thiruvananthapuram,Kerala,2022-05-23,Low
CUST00191,Dhanuk,Saxena,1975-02-03,Female,Kolkata,West Bengal,2020-08-23,Low
CUST00192,Purab,Ganesh,1977-05-28,Male,Udaipur,Rajasthan,2023-03-31,Medium
CUST00193,Dhanush,Biswas,1965-11-29,Male,New Delhi,Delhi,2020-08-13,Medium
CUST00194,Veer,Saran,1966-01-17,Female,Coimbatore,Tamil Nadu,2024-08-28,Low
CUST00195,Lakshit,Balay,1983-11-18,Male,Thiruvananthapuram,Kerala,2022-02-12,Low
CUST00196,Shalv,Madan,1987-05-10,Female,Kochi,Kerala,2022-03-09,Low
CUST00197,Biju,Chauhan,1984-03-28,Female,Lucknow,Uttar Pradesh,2021-12-18,Medium
CUST00198,Trisha,Master,2002-12-24,Male,Mumbai,Maharashtra,2018-10-25,Medium
CUST00199,Tarini,Mani,1981-07-14,Female,Udaipur,Rajasthan,2022-09-15,Medium
CUST00200,Aarush,Goda,1975-12-21,Male,Jaipur,Rajasthan,2025-01-21,Medium
CUST00201,Vidur,Varkey,1984-02-29,Female,Udaipur,Rajasthan,2023-03-25,Low
CUST00202,Siya,Shah,1992-10-24,Female,Lucknow,Uttar Pradesh,2025-06-15,Low
CUST00203,Lavanya,Yadav,1970-08-28,Female,Kochi,Kerala,2022-10-20,Low
CUST00204,Madhup,Deshpande,1985-04-22,Female,Mysuru,Karnataka,2022-10-12,Medium
CUST00205,Aniruddh,Hayer,1978-07-10,Male,Kolkata,West Bengal,2024-05-04,Low
CUST00206,Parinaaz,Sur,1983-03-01,Male,Hyderabad,Telangana,2024-10-22,Low
CUST00207,Ivan,Trivedi,1987-06-16,Male,Hubballi,Karnataka,2019-09-26,Low
CUST00208,Misha,Loke,1957-06-26,Male,Ahmedabad,Gujarat,2022-01-01,Low
CUST00209,Kiara,Manda,2000-10-06,Male,Kanpur,Uttar Pradesh,2018-11-18,Low
CUST00210,Dharmajan,Rout,1984-10-25,Female,Mumbai,Maharashtra,2019-10-21,Low
CUST00211,Anahi,Chand,1959-01-26,Female,Udaipur,Rajasthan,2020-11-11,Low
CUST00212,Vaibhav,Gade,1970-01-19,Female,Kozhikode,Kerala,2022-07-08,Low
CUST00213,Shaan,Ganguly,2007-06-14,Female,Hubballi,Karnataka,2021-11-15,Low
CUST00214,Ranbir,Shetty,1984-05-03,Male,Ahmedabad,Gujarat,2020-10-17,Low
CUST00215,Dhanush,Keer,1956-12-19,Male,Noida,Uttar Pradesh,2025-01-08,Medium
CUST00216,Hrishita,Bal,1979-06-19,Male,Mumbai,Maharashtra,2020-07-22,Low
CUST00217,Nehmat,Banerjee,2000-01-01,Female,Udaipur,Rajasthan,2018-12-29,Low
CUST00218,Tanya,Aurora,1972-06-23,Female,Thiruvananthapuram,Kerala,2020-05-06,Medium
CUST00219,Akarsh,Rastogi,1966-01-07,Female,Noida,Uttar Pradesh,2020-09-05,Low
CUST00220,Gokul,Khalsa,2001-03-16,Female,Mysuru,Karnataka,2019-08-16,Medium
CUST00221,Jivika,Chopra,1987-04-18,Female,Ahmedabad,Gujarat,2024-08-07,Low
CUST00222,Onkar,Sinha,1980-10-01,Female,Hubballi,Karnataka,2020-01-29,Low
CUST00223,Mahika,Raman,2006-07-18,Female,Hyderabad,Telangana,2024-10-04,Low
CUST00224,Farhan,Sood,1966-10-17,Female,Thiruvananthapuram,Kerala,2021-04-18,Low
CUST00225,Emir,Mann,1957-05-25,Male,New Delhi,Delhi,2021-04-21,Low
CUST00226,Kashvi,Sandhu,1981-03-10,Female,Thiruvananthapuram,Kerala,2022-01-09,Low
CUST00227,Saanvi,Chaudhary,1960-10-26,Male,Hyderabad,Telangana,2023-09-08,High
CUST00228,Prisha,Thakur,1998-05-02,Female,Kolkata,West Bengal,2020-09-18,Low
CUST00229,Ehsaan,Sarin,2008-03-20,Female,Vadodara,Gujarat,2021-03-19,Medium
CUST00230,Piya,Rama,1963-11-20,Male,Warangal,Telangana,2025-06-03,Low
CUST00231,Jivika,Srinivas,1958-06-11,Male,Vadodara,Gujarat,2021-08-08,Medium
CUST00232,Hazel,Kala,2000-08-31,Female,Udaipur,Rajasthan,2021-10-20,Low
CUST00233,Darshit,Kulkarni,1999-09-18,Male,Jaipur,Rajasthan,2021-07-21,Low
CUST00234,Abram,Vala,1984-03-26,Male,Kozhikode,Kerala,2025-08-23,Low
CUST00235,Ayesha,Bera,1985-02-24,Female,Madurai,Tamil Nadu,2021-09-24,Low
CUST00236,Myra,Walla,1986-12-07,Male,Chennai,Tamil Nadu,2024-08-31,Medium
CUST00237,Indrans,Kalla,1967-08-20,Male,Mysuru,Karnataka,2024-11-21,Low
CUST00238,Elakshi,Sachdev,1974-01-10,Male,Kolkata,West Bengal,2023-11-21,Low
CUST00239,Zara,Luthra,2008-05-12,Female,Warangal,Telangana,2022-10-06,Low
CUST00240,Anahita,Kamdar,2005-05-24,Female,Kolkata,West Bengal,2023-09-09,Low
CUST00241,Priyansh,Edwin,1972-05-09,Male,Mysuru,Karnataka,2019-05-22,Medium
CUST00242,Ranbir,Wadhwa,1986-04-29,Female,Kolkata,West Bengal,2020-09-21,High
CUST00243,Suhana,Kata,1994-06-05,Male,Kolkata,West Bengal,2023-11-04,Medium
CUST00244,Oorja,Gupta,1978-07-17,Female,Coimbatore,Tamil Nadu,2018-11-23,Low
CUST00245,Bhamini,Varghese,1977-10-07,Male,Kochi,Kerala,2020-03-12,Low
CUST00246,Aradhya,Cherian,1979-10-18,Female,Mysuru,Karnataka,2025-06-08,Medium
CUST00247,Pranay,Garde,1974-09-05,Male,Hyderabad,Telangana,2023-09-21,Low
CUST00248,Rati,Wable,1974-06-13,Male,Kozhikode,Kerala,2023-05-18,High
CUST00249,Aayush,Kuruvilla,1968-08-25,Female,Jaipur,Rajasthan,2019-05-18,High
CUST00250,Nakul,Sem,1983-04-22,Male,Kolkata,West Bengal,2022-10-21,Medium
CUST00251,Ivana,Sibal,1972-01-02,Male,Lucknow,Uttar Pradesh,2024-07-10,Low
CUST00252,Anika,Roy,2004-02-02,Male,Kozhikode,Kerala,2022-10-28,Low
CUST00253,Alia,Sule,1956-10-27,Female,Thiruvananthapuram,Kerala,2019-06-11,Medium
CUST00254,Ritvik,Choudhry,1983-03-03,Female,New Delhi,Delhi,2024-07-14,Low
CUST00255,Nirvaan,Dua,2000-10-30,Female,Warangal,Telangana,2023-08-06,Low
CUST00256,Tushar,Khalsa,1993-04-24,Female,Udaipur,Rajasthan,2023-03-02,Low
CUST00257,Shray,Kala,2006-05-30,Male,Mangaluru,Karnataka,2023-05-01,Medium
CUST00258,Shalv,Goda,2003-06-24,Female,Kozhikode,Kerala,2022-07-05,Low
CUST00259,Purab,Dua,1972-10-03,Male,Kolkata,West Bengal,2020-08-11,Low
CUST00260,Fateh,Sen,1968-10-02,Female,Kozhikode,Kerala,2021-05-02,Low
CUST00261,Fateh,Sharaf,1992-02-11,Female,Thiruvananthapuram,Kerala,2025-02-18,Low
CUST00262,Prisha,Chanda,1968-09-06,Female,Hyderabad,Telangana,2020-06-28,High
CUST00263,Seher,Khurana,1974-06-19,Male,Hubballi,Karnataka,2024-10-24,Low
CUST00264,Khushi,Sidhu,1991-05-08,Female,Madurai,Tamil Nadu,2023-09-23,Low
CUST00265,Raunak,Bedi,1968-11-09,Male,Kolkata,West Bengal,2021-03-03,Medium
CUST00266,Manikya,Gole,1967-11-11,Female,Surat,Gujarat,2021-03-22,Medium
CUST00267,Abram,Sathe,1991-12-30,Female,Mysuru,Karnataka,2019-09-23,Low
CUST00268,Raghav,Bajaj,1959-05-12,Female,Warangal,Telangana,2023-05-11,Medium
CUST00269,Riaan,Sarkar,1964-03-29,Female,Udaipur,Rajasthan,2024-01-28,Low
CUST00270,Suhana,Korpal,1962-08-18,Male,Jaipur,Rajasthan,2018-10-03,Low
CUST00271,Kaira,Dhar,1987-08-04,Female,Nashik,Maharashtra,2022-09-21,Medium
CUST00272,Advika,Garde,1968-03-12,Male,Kozhikode,Kerala,2019-02-01,Medium
CUST00273,Ojas,Venkataraman,1988-02-28,Male,New Delhi,Delhi,2019-08-15,Medium
CUST00274,Chirag,Iyer,1989-02-10,Male,New Delhi,Delhi,2019-04-13,Medium
CUST00275,Kashvi,Rau,2002-05-12,Female,Surat,Gujarat,2019-02-08,Low
CUST00276,Indrajit,Borde,1993-12-13,Female,Kozhikode,Kerala,2021-03-26,Low
CUST00277,Dharmajan,Dash,1963-09-17,Female,Kolkata,West Bengal,2023-05-25,Medium
CUST00278,Tarini,Joshi,1996-11-28,Female,Bengaluru,Karnataka,2023-09-21,Low
CUST00279,Vritika,Ranganathan,1971-01-03,Female,Hyderabad,Telangana,2025-03-31,Medium
CUST00280,Elakshi,Gupta,1986-04-22,Female,Udaipur,Rajasthan,2022-06-01,Medium
CUST00281,Rohan,Vasa,1995-09-12,Female,Mysuru,Karnataka,2022-04-19,Medium
CUST00282,Ryan,Mane,1997-11-28,Male,Warangal,Telangana,2019-03-01,Low
CUST00283,Manjari,Shankar,1962-05-27,Female,Kanpur,Uttar Pradesh,2025-02-19,Low
CUST00284,Lakshay,Rattan,1970-01-04,Male,New Delhi,Delhi,2020-11-25,Low
